dsc_titulo_chamada;dsc_status;carta_txt_num_protocolo;carta_dsc_modalidade;carta_txt_sigla_uf;carta_txt_municipio;carta_dsc_agente_financeiro;carta_nome_proponente;carta_tipo_proponente;carta_txt_nome_empreendimento;carta_vlr_contrapartida;carta_vlr_emprestimo;carta_vlr_investimento
Processo continuo - IN 22/2018;Concluída;00002342.2.1704/2019;Esgotamento Sanitário;SP;Santa Cruz da Conceição;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE SANTA CRUZ DA CONCEIÇÃO;Prefeitura Municipal;COLETA, AFASTAMENTO E ESTAÇÃO DE TRATAMENTO DE ESGOTO NO BAIRRO PARAÍSO DO MUNICÍPIO DE SANTA CRUZ DA CONCEIÇÃO/SP;101.500,00;1.913.795,37;2.015.295,37
Processo continuo - IN 22/2018;Concluída;00002693.2.1907/2022;Esgotamento Sanitário;SC;Campos Novos;Caixa Econômica Federal;Municipio de Campos Novos SC;Prefeitura Municipal;ETE - Estação de Tratamento de Esgoto BR 470;482.940,00;9.175.856,92;9.658.796,92
Processo continuo - IN 22/2018;Concluída;00002281.6.1203/2019;Manejo de Resíduos Sólidos;BA;Castro Alves;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE CASTRO ALVES;Prefeitura Municipal;Encerramento do Lixão;126.785,90;1.799.807,69;1.926.593,59
Processo continuo - IN 22/2018;Concluída;002696.2.1708/2022-R;Esgotamento Sanitário;MS;Cassilândia;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE CASSILÂNDIA-MS;Prefeitura Municipal;Reestruturação do Sistema de Esgotamento Sanitário;2.015.664,75;38.157.630,20;40.173.294,95
Processo continuo - IN 22/2018;Concluída;00002129.9.1211/2018;Estudos e Projetos;RS;Novo Hamburgo;Caixa Econômica Federal;Prefeitura de Novo Hamburgo;Prefeitura Municipal;Elaboração de projetos;60.000,00;1.000.000,00;1.060.000,00
Processo continuo - IN 22/2018;Concluída;00002669.2.1003/2022;Esgotamento Sanitário;SC;São José;Caixa Econômica Federal;COMPANHIA CATARINENSE DE ÁGUAS E SANEAMENTO;Companhia/Empresa de Saneamento;Nova Estação de Tratamento de Esgotos - ETE Potecas;8.687.960,77;159.071.254,71;167.759.215,48
Processo continuo - IN 22/2018;Concluída;00002584.2.0705/2021;Esgotamento Sanitário;PR;Castro;Caixa Econômica Federal;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;AMPLIAÇÃO DO SISTEMA DE ESGOTAMENTO SANITÁRIO DO MUNICÍPIO DE CASTRO DO ESTADO NO PARANÁ;2.230.000,00;42.370.000,00;44.600.000,00
Processo continuo - IN 22/2018;Concluída;00002440.5.1007/2019;Manejo de Águas Pluviais;SP;Atibaia;Caixa Econômica Federal;MUNICÍPIO DE ATIBAIA;Prefeitura Municipal;Canalização do Córrego Ana Pires e Córrego da Figueira;2.812.746,62;53.442.166,78;56.254.913,40
Processo continuo - IN 22/2018;Concluída;00002112.6.0511/2018;Manejo de Resíduos Sólidos;SP;Sertãozinho;Caixa Econômica Federal;Prefeitura Municipal de Sertãozinho;Prefeitura Municipal;Execução de obras de Encerramento do Aterro Controlado de Sertãozinho - “Lixão do Guerra e Estudo e Encerramento do Aterro de Inertes do Bairro Pati;250.000,00;4.750.000,00;5.000.000,00
Processo continuo - IN 22/2018;Concluída;00002404.5.1305/2019;Manejo de Águas Pluviais;SP;São José dos Campos;Caixa Econômica Federal;Prefeitura de São José dos Campos;Prefeitura Municipal;CONSTRUÇÃO DE BARRAMENTO (RESERVATÓRIO DE DETENÇÃO) LOCALIZADO NA AVENIDA VICENTE BRANDÃO FERREIRA - SÃO JOSÉ DOS CAMPOS - SP;598.583,42;11.373.084,92;11.971.668,34
Processo continuo - IN 22/2018;Concluída;00002411.5.1305/2019;Manejo de Águas Pluviais;SP;São José dos Campos;Caixa Econômica Federal;Prefeitura de São José dos Campos;Prefeitura Municipal;CONSTRUÇÃO DE BARRAMENTO (RESERVATÓRIO DE DETENÇÃO) LOCALIZADO NA ESTRADA DO CAPUAVA - SÃO JOSÉ DOS CAMPOS - SP;836.582,96;15.895.076,24;16.731.659,20
Processo continuo - IN 22/2018;Concluída;00002270.2.2801/2019;Esgotamento Sanitário;PR;Andirá;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE ANDIRÁ;Prefeitura Municipal;Implantação de rede de esgotamento sanitário ;140.000,00;2.500.000,00;2.640.000,00
Processo continuo - IN 22/2018;Concluída;002561.2.1802/2021-R;Esgotamento Sanitário;BA;Conceição do Coité;Caixa Econômica Federal;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Implantação do SES de Conceição do Coité;2.955.766,81;56.159.569,22;59.115.336,03
Processo continuo - IN 22/2018;Concluída;00002424.5.0405/2021;Manejo de Águas Pluviais;SP;São José do Rio Preto;Caixa Econômica Federal;PREFEITO MUNICIPAL DE SÃO JOSÉ DO RIO PRETO;Prefeitura Municipal;Implantação de Macro e Microdrenagem do Córrego Cobertinho ;1.486.586,88;28.245.150,39;29.731.737,27
Processo continuo - IN 22/2018;Concluída;00002052.1.1810/2018;Abastecimento de Água;SP;São Bernardo do Campo;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Modernização e Reforma da ETA Rio Grande;3.185.000,00;60.515.000,00;63.700.000,00
Processo continuo - IN 22/2018;Concluída;00002233.6.2812/2018;Manejo de Resíduos Sólidos;RS;São Leopoldo;Caixa Econômica Federal;Prefeitura Municipal de São Leopoldo;Prefeitura Municipal;Desenvolver a gestão integrada de resíduos sólidos do município de São Leopoldo mediante sua ampliação, qualificação e modernização, mitigando impactos socioambientais na perspectiva de manejo sustentável com inclusão social.;393.500,00;7.418.500,00;7.812.000,00
Processo continuo - IN 22/2018;Concluída;00002427.1.1306/2019;Abastecimento de Água;MT;Nova Santa Helena;Caixa Econômica Federal;Prefeitura Municipal de Nova Santa Helena-MT;Prefeitura Municipal;Ampliação da Estação de Tratamento de Água-ETA (reservatório, rede de distribuição, Casa de Química);150.000,00;2.850.000,00;3.000.000,00
Processo continuo - IN 22/2018;Concluída;00002340.5.1004/2019;Manejo de Águas Pluviais;SC;Chapecó;Caixa Econômica Federal;Prefeitura Municipal de Chapecó;Prefeitura Municipal;Projeto de Contenção de Águas Bairro São Pedro Chapecó-SC;191.239,68;3.633.553,90;3.824.793,58
Processo continuo - IN 22/2018;Concluída;00002111.2.0412/2018;Esgotamento Sanitário;PE;Petrolina;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE PETROLINA;Prefeitura Municipal;SANEAMENTO BÁSICO INTEGRADO;2.203.807,02;41.872.333,09;44.076.140,11
Processo continuo - IN 22/2018;Concluída;002235.2.2812/2018-R;Esgotamento Sanitário;CE;Fortaleza;Caixa Econômica Federal;Companhia de Água e Esgoto do Ceará - Cagece;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário de Fortaleza - Conjunto Palmeiras, Planalto Palmeira e Comunidade Lagoa do Opaia;3.063.176,31;58.200.349,82;61.263.526,13
Processo continuo - IN 22/2018;Concluída;00002280.5.1202/2019;Manejo de Águas Pluviais;SC;Bombinhas;BRDE;PREFEITURA MUNICIPAL DE BOMBINHAS;Prefeitura Municipal;MACRODRENAGEM, MICRODRENAGEM E PAVIMENTAÇÃO AVENIDA FRAGATA EM BOMBINHAS/SC;970.000,00;12.000.000,00;12.970.000,00
Processo continuo - IN 22/2018;Concluída;00002666.1.0202/2022;Abastecimento de Água;SP;Nova Odessa;Caixa Econômica Federal;COMPANHIA DE DESENVOLVIMENTO DE NOVA ODESSA;Companhia/Empresa de Saneamento;DESASSOREAMENTO DAS REPRESAS RECANTO II E RECANTO III;225.000,00;4.275.000,00;4.500.000,00
Processo continuo - IN 22/2018;Concluída;00002668.A.1103/2022;Redução e Controle de Perdas;ES;Vitória;Caixa Econômica Federal;Companhia Espírito Santense de Saneamento;Companhia/Empresa de Saneamento;Serviços de engenharia para redução do volume perdido por meio de ações de redução do volume disponibilizado (VD) e aumento do volume utilizado (VU), vinculadas a metas de performance nos Municípios de Vitória, Guarapari e Viana - Espírito Santo.;4.939.046,98;93.841.892,16;98.780.939,14
Processo continuo - IN 22/2018;Concluída;00002470.5.2609/2019;Manejo de Águas Pluviais;SP;Atibaia;Caixa Econômica Federal;MUNICÍPIO DE ATIBAIA;Prefeitura Municipal;Canalização dos Córregos: Ana Pires e Figueira;2.812.746,62;53.442.166,78;56.254.913,40
Processo continuo - IN 22/2018;Concluída;00002216.5.0301/2019;Manejo de Águas Pluviais;MG;Uberaba;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE UBERABA;Prefeitura Municipal;CANALIZAÇÃO DE CÓRREGOS E MICRODRENAGENS NO MUNICÍPIO DE UBERABA;1.037.973,82;18.872.251,33;19.910.225,15
Processo continuo - IN 22/2018;Concluída;00002302.1.0103/2019;Abastecimento de Água;SP;Campinas;Caixa Econômica Federal;Sociedade de Abastecimento de Água e Saneamento S/A;Companhia/Empresa de Saneamento;Retrofit ETA 2 e desativação ETA 1;4.077.382,36;77.470.264,71;81.547.647,07
Processo continuo - IN 22/2018;Concluída;00002462.5.2911/2019;Manejo de Águas Pluviais;RS;Porto Alegre;Caixa Econômica Federal;Municipio de Porto Alegre ;Prefeitura Municipal;TÚNEL VERDE - EXECUÇÃO DE CANAL, DIQUE E CASA DE BOMBAS;1.588.000,00;30.172.000,00;31.760.000,00
Processo continuo - IN 22/2018;Concluída;002106.2.0811/2018-R;Esgotamento Sanitário;RS;Canela;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Ampliação do SES com Redes e ETE em Canela.;2.162.413,24;41.085.851,52;43.248.264,76
Processo continuo - IN 22/2018;Concluída;00002495.5.0502/2020;Manejo de Águas Pluviais;SP;Guarujá;Caixa Econômica Federal;Prefeitura Municipal de Guarujá;Prefeitura Municipal;SISTEMA DE TRATAMENTO DE CANAIS DE DRENAGEM E PRAIAS DA CIDADE DE GUARUJÁ/SP;2.562.895,78;48.695.019,67;51.257.915,45
Processo continuo - IN 22/2018;Concluída;002626.2.3108/2021-R;Esgotamento Sanitário;BA;Presidente Dutra;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE PRESIDENTE DUTRA;Prefeitura Municipal;ESGOTAMENTO SANITÁRIO DE PRESIDENTE DUTRA;254.273,00;4.830.000,00;5.084.273,00
Processo continuo - IN 22/2018;Concluída;002030.2.0811/2018-R;Esgotamento Sanitário;RS;Gramado;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Ampliação do SES com Redes e ETE em Gramado.;2.205.391,61;41.902.440,56;44.107.832,17
Processo continuo - IN 22/2018;Concluída;00002147.2.1012/2018;Esgotamento Sanitário;RS;Pelotas;Caixa Econômica Federal;Prefeitura Municipal de Pelotas;Prefeitura Municipal;ETE Simões Lopes e Coletor Geral 1;1.095.009,42;20.067.084,03;21.162.093,45
Processo continuo - IN 22/2018;Concluída;00002018.5.1510/2018;Manejo de Águas Pluviais;MG;Ituiutaba;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE ITUIUTABA;Prefeitura Municipal;Canalização do Córrego Pirapitinga;2.301.932,77;43.736.722,48;46.038.655,25
Processo continuo - IN 22/2018;Concluída;00002517.5.1008/2020;Manejo de Águas Pluviais;SP;Guarujá;Caixa Econômica Federal;Prefeitura Municipal de Guarujá;Prefeitura Municipal;CONTENÇÃO DO CANAL DA AVENIDA ACARAÚ;216.305,57;4.109.802,66;4.326.108,23
Processo continuo - IN 22/2018;Concluída;00002531.5.1610/2020;Manejo de Águas Pluviais;SP;Guarujá;Caixa Econômica Federal;Prefeitura Municipal de Guarujá;Prefeitura Municipal;REESTRUTURAÇÃO URBANA - ENTORNO DA ESTRADA GUARUJÁ-BERTIOGA - RODOVIA ARIOVALDO VIANA;243.196,13;4.620.649,00;4.863.845,13
Processo continuo - IN 22/2018;Concluída;00002525.2.2909/2020;Esgotamento Sanitário;SC;Joinville;BRDE;Companhia Águas de Joinville;Companhia/Empresa de Saneamento;Implantação de Sistema de Esgotamento Sanitário Vila Nova;1.300.000,00;24.700.000,00;26.000.000,00
Processo continuo - IN 22/2018;Concluída;002199.2.1812/2018-R;Esgotamento Sanitário;MG;Unaí;Caixa Econômica Federal;Prefeitura Municipal de Unai ;Prefeitura Municipal;Ampliação e Melhorias no Tratamento Preliminar e na Estação Elevatória de Esgoto;232.284,01;4.413.395,07;4.645.679,08
Processo continuo - IN 22/2018;Concluída;002272.2.3006/2020-R;Esgotamento Sanitário;SC;São José do Cedro;Caixa Econômica Federal;MUNICÍPIO DE SÃO JOSÉ DO CEDRO;Prefeitura Municipal;Implantação de Sistema de Esgotamento Sanitário;125.000,00;2.375.000,00;2.500.000,00
Processo continuo - IN 22/2018;Concluída;00002143.5.2211/2018;Manejo de Águas Pluviais;SP;São Bernardo do Campo;Caixa Econômica Federal;MUNICÍPIO DE SÃO BERNARDO DO CAMPO;Prefeitura Municipal;Canalização do Córrego da Linha Camargo e Implantação de Avenidas Marginais - Etapa 2;2.326.538,18;36.836.859,23;39.163.397,41
Processo continuo - IN 22/2018;Concluída;00002271.1.3006/2020;Abastecimento de Água;SC;São José do Cedro;Caixa Econômica Federal;MUNICÍPIO DE SÃO JOSÉ DO CEDRO;Prefeitura Municipal;Ampliação e Modernização do Sistema de Abastecimento de Água;125.500,00;2.380.000,00;2.505.500,00
Processo continuo - IN 22/2018;Concluída;00002363.1.0904/2019;Abastecimento de Água;PR;Sarandi;Caixa Econômica Federal;PREFEITURA DO MUNICÍPIO DE SARANDI;Prefeitura Municipal;AMPLIAÇÃO DO SISTEMA DE ABASTECIMENTO DE ÁGUA DE SARANDI - JARDIM NOVA ALIANÇA;100.000,00;1.253.714,44;1.353.714,44
Processo continuo - IN 22/2018;Concluída;00002283.A.0702/2019;Redução e Controle de Perdas;SP;Pedreira;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE PEDREIRA;Prefeitura Municipal;"SUBSTITUIÇÃO DE REDES DE DISTRIBUIÇÃO DE ÁGUA E RAMAIS DE LIGAÇÃO EM DIVERSOS BAIRROS DO MUNICÍPIO DE PEDREIRA - SP, AMPLIAÇÃO NA PRODUÇÃO E RESERVAÇÃO DE AGUA TRATADA.				";213.233,05;4.051.427,85;4.264.660,90
Processo continuo - IN 22/2018;Concluída;00002266.A.1801/2019;Redução e Controle de Perdas;MT;Várzea Grande;Caixa Econômica Federal;MUNICIPIO DE VARZEA GRANDE;Prefeitura Municipal;Departamento de Água e Esgoto de Várzea Grande MT - DAE;680.798,22;10.732.505,47;11.413.303,69
Processo continuo - IN 22/2018;Concluída;00002093.9.2510/2018;Estudos e Projetos;SC;Grão Pará;BRDE;PREFEITURA MUNICIPAL DE GRÃO-PARÁ;Prefeitura Municipal;ELABORAÇÃO DO PROJETO DE COLETA, TRANSPORTE E TRATAMENTO DOS EFLUENTES SANITÁRIOS DE GRÃO-PARÁ;6.350,00;120.000,00;126.350,00
Processo continuo - IN 22/2018;Concluída;00002168.2.0612/2018;Esgotamento Sanitário;MG;Itapagipe;BDMG;Prefeitura Municipal de Itapagipe/MG;Prefeitura Municipal;Implantação da Estação de Tratamento de Esgoto;296.711,56;4.697.019,56;4.993.731,12
Processo continuo - IN 22/2018;Concluída;00002076.2.2510/2018;Esgotamento Sanitário;MG;Bonfinópolis de Minas;Caixa Econômica Federal;MUNICIPIO DE BONFINOPOLIS DE MINAS;Prefeitura Municipal;Construção e Implantação de Sistema de Esgotamento Sanitário no Município de Bonfinópolis de Minas - MG;264.000,00;5.000.000,00;5.264.000,00
Processo continuo - IN 22/2018;Carta em retificação;002667.1.1402/2022-R;Abastecimento de Água;SP;Jundiaí;Caixa Econômica Federal;DAE S/A - Água e Esgoto;Companhia/Empresa de Saneamento;Serviços de terraplenagem para rebaixamento da represa de acumulação do município de Jundiaí;8.468.992,00;160.910.801,00;169.379.793,00
Processo continuo - IN 22/2018;Carta em retificação;00002636.5.1805/2022;Manejo de Águas Pluviais;RS;Caxias do Sul;BRDE;Município de Caxias do Sul;Prefeitura Municipal;Drenagem Pluvial Urbana e Plano Diretor de Drenagem;1.132.964,30;21.526.321,56;22.659.285,86
Processo continuo - IN 22/2018;Arquivada;00002195.5.0802/2019;Manejo de Águas Pluviais;MT;Cláudia;BNDES;Prefeitura Municipal de Cláudia;Prefeitura Municipal;Implantação de Drenagem de Águas Pluviais no Município de Cláudia/MT ;113.622,97;2.126.436,71;2.240.059,68
Processo continuo - IN 22/2018;Arquivada;00002095.9.2910/2018;Estudos e Projetos;MG;Oliveira;Banco do Brasil;Prefeitura Municípal de Oliveira ;Prefeitura Municipal;ELABORAÇÃO DE PROJETO BÁSICO, ORÇAMENTO E LICENCIAMENTO AMBIENTAL (LP/LI), PARA A CONSTRUÇÃO DE BARRAGEM DE ACUMULAÇÃO DE ÁGUA DO CÓRREGO DOS BOIS (BOM RETIRO);33.150,00;616.850,00;650.000,00
Processo continuo - IN 22/2018;Arquivada;00002291.2.1403/2019;Esgotamento Sanitário;MG;Itapeva;Banco do Brasil;PREFEITURA MUNICIPAL DE ITAPEVA;Prefeitura Municipal;Sistema de Afastamento e Tratamento de Esgoto;143.870,65;2.725.874,04;2.869.744,69
Processo continuo - IN 22/2018;Arquivada;00002325.5.1804/2019;Manejo de Águas Pluviais;SP;Atibaia;Caixa Econômica Federal;MUNICÍPIO DE ATIBAIA;Prefeitura Municipal;Canalização do Córrego Ana Pires e Córrego da Figueira;2.812.745,62;53.442.166,78;56.254.912,40
Processo continuo - IN 22/2018;Arquivada;00002088.6.2911/2018;Manejo de Resíduos Sólidos;MG;João Pinheiro;Caixa Econômica Federal;MUNICÍPIO DE JOÃO PINHEIRO;Prefeitura Municipal;Manejo de Resíduos Sólidos;160.000,00;2.955.000,00;3.115.000,00
Processo continuo - IN 22/2018;Arquivada;00002124.B.0911/2018;Plano de Saneamento Básico;BA;Cardeal da Silva;Caixa Econômica Federal;Prefeitura Municipal de Cardeal da Silva;Prefeitura Municipal;Plano municipal de saneamento básico ;10.550,00;200.000,00;210.550,00
Processo continuo - IN 22/2018;Arquivada;00002298.2.1902/2019;Esgotamento Sanitário;CE;Horizonte;Caixa Econômica Federal;MUNICÍPIO DE HORIZONTE;Prefeitura Municipal;ESGOTAMENTO SANITÁRIO DA SEDE;1.531.586,50;28.290.630,00;29.822.216,50
Processo continuo - IN 22/2018;Arquivada;00002328.9.0104/2019;Estudos e Projetos;SP;Amparo;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE AMPARO SP;Prefeitura Municipal;ESTUDOS DE CONCEPÇÃO E PROJETO BÁSICO DE UMA NOVA ESTAÇÃO DE TRATAMENTO DE ÁGUA PARA O MUNICÍPIO DE AMPARO - SP.;22.058,75;350.000,00;372.058,75
Processo continuo - IN 22/2018;Arquivada;00002083.2.0911/2018;Esgotamento Sanitário;RS;Porto Alegre;BNDES;Municipio de Porto Alegre ;Prefeitura Municipal;Ampliação do SES Sarandi - Redes Coletoras de Esgoto nas sub-bacias APP-4 e APP-5, Coletor Tronco, Ebe, Emissário de Esgoto e módulo da ETE Sarandi;7.098.532,11;134.777.110,09;141.875.642,20
Processo continuo - IN 22/2018;Arquivada;00002689.2.2406/2022;Esgotamento Sanitário;RS;Pelotas;Caixa Econômica Federal;Prefeitura Municipal de Pelotas;Prefeitura Municipal;ETE Simões Lopes e CG1;1.742.134,36;30.027.110,99;31.769.245,35
Processo continuo - IN 22/2018;Arquivada;00002549.9.0102/2021;Estudos e Projetos;BA;Presidente Dutra;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE PRESIDENTE DUTRA;Prefeitura Municipal;saneamento básico;251.500,00;4.650.000,00;4.901.500,00
Processo continuo - IN 22/2018;Arquivada;00002126.6.2011/2018;Manejo de Resíduos Sólidos;MG;Vermelho Novo;BDMG;Prefeitura Municipal de Vermelho Novo;Prefeitura Municipal;Construção de Usina de Triagem e Compostagem de Lixo e Implantação de Coleta Seletiva;95.000,00;1.770.000,00;1.865.000,00
Processo continuo - IN 22/2018;Arquivada;00002269.1.0102/2019;Abastecimento de Água;MG;Guanhães;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE GUANHAES;Prefeitura Municipal;Ampliação do sistema de captação de água bruta.;696.122,36;13.226.324,74;13.922.447,10
Processo continuo - IN 22/2018;Arquivada;00002184.6.1212/2018;Manejo de Resíduos Sólidos;SP;Sertãozinho;Caixa Econômica Federal;Prefeitura Municipal de Sertãozinho;Prefeitura Municipal;PÁTIO DE COMPOSTAGEM;90.000,00;1.650.000,00;1.740.000,00
Processo continuo - IN 22/2018;Arquivada;00002537.1.2212/2020;Abastecimento de Água;BA;Feira de Santana;BNDES;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Ampliação do Sistema Produtor e Adutor Integrado de Abastecimento de Água de Feira de Santana – 3ª etapa;10.618.179,44;95.563.614,92;106.181.794,36
Processo continuo - IN 22/2018;Arquivada;00002538.2.2212/2020;Esgotamento Sanitário;BA;Riachão do Jacuípe;BNDES;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Implantação do Sistema de Esgotamento Sanitário de Riachão do Jacuípe;3.503.698,21;66.570.265,81;70.073.964,02
Processo continuo - IN 22/2018;Arquivada;00002541.2.2312/2020;Esgotamento Sanitário;BA;Barra do Choça;BNDES;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Implantação do Sistema de Esgotamento Sanitário de Barra do Choça;3.440.321,19;63.366.102,88;66.806.424,07
Processo continuo - IN 22/2018;Arquivada;00002542.1.2212/2020;Abastecimento de Água;BA;Nazaré;BNDES;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Ampliação do Sistema de Abastecimento de Água de Nazaré;1.035.855,60;9.125.331,11;10.161.186,71
Processo continuo - IN 22/2018;Arquivada;00002387.9.3004/2019;Estudos e Projetos;RJ;Rio de Janeiro;Caixa Econômica Federal;Município do Rio de Janeiro;Prefeitura Municipal;ELABORAÇÃO DE PROJETO DE DRENAGEM PARA OS RIOS DA BACIA HIDROGRÁFICA DO RIO CAÇÃO VERMELHO - SANTA CRUZ - RA XIX - AP 5;437.471,02;8.311.949,37;8.749.420,39
Processo continuo - IN 22/2018;Arquivada;00002036.1.0811/2018;Abastecimento de Água;RS;São Sebastião do Caí;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Ampliação do Sistema de Produção de Água;540.692,08;10.273.149,47;10.813.841,55
Processo continuo - IN 22/2018;Arquivada;00002094.2.0811/2018;Esgotamento Sanitário;MG;Dores de Guanhães;Banco do Brasil;Prefeitura Municipal de Dores de Guanhães ;Prefeitura Municipal;Elaboração do Plano Municipal de Esgotamento Sanitário do Município de Dores de Guanhães;305.992,02;5.646.902,94;5.952.894,96
Processo continuo - IN 22/2018;Arquivada;00002039.1.0911/2018;Abastecimento de Água;RS;Seberi;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Ampliação do SAA de Seberi, com utilização da captação existente no Rio Fortaleza e da adutora de água bruta, instalação da ETA em Osvaldo Cruz, e duas adutoras de água tratada, uma para a cidade de Taquaruçu do Sul e Vista Alegre e outra a própria Seberi e Osvaldo Cruz;1.095.154,26;20.807.930,83;21.903.085,09
Processo continuo - IN 22/2018;Arquivada;00002685.2.2406/2022;Esgotamento Sanitário;RS;Pelotas;Caixa Econômica Federal;Prefeitura Municipal de Pelotas;Prefeitura Municipal;ETE Novo Mundo Segunda Fase;4.108.845,95;78.065.072,89;82.173.918,84
Processo continuo - IN 22/2018;Arquivada;00002085.2.2911/2018;Esgotamento Sanitário;MG;João Pinheiro;Caixa Econômica Federal;MUNICÍPIO DE JOÃO PINHEIRO;Prefeitura Municipal;Manejo de esgotamento sanitário;360.000,00;6.590.000,00;6.950.000,00
Processo continuo - IN 22/2018;Arquivada;00002092.9.0811/2018;Estudos e Projetos;RS;Porto Alegre;BNDES;Municipio de Porto Alegre ;Prefeitura Municipal;Revisão do estudo de concepção e elaboração de projetos básicos e executivos complementares ao Plano Diretor de Drenagem Urbana de Porto Alegre;849.351,78;15.804.604,82;16.653.956,60
Processo continuo - IN 22/2018;Arquivada;00002686.2.2406/2022;Esgotamento Sanitário;RS;Pelotas;Caixa Econômica Federal;Prefeitura Municipal de Pelotas;Prefeitura Municipal;ETE e Redes Coletoras de Esgoto Laranjal - Segunda Etapa;1.556.811,11;28.972.818,07;30.529.629,18
Processo continuo - IN 22/2018;Arquivada;00002164.6.2112/2018;Manejo de Resíduos Sólidos;RS;Porto Alegre;BNDES;Municipio de Porto Alegre ;Prefeitura Municipal;Adequação da Central de Tratamento de Resíduos da Lomba do Pinheiro;603.830,48;11.472.779,12;12.076.609,60
Processo continuo - IN 22/2018;Arquivada;00002198.A.1712/2018;Redução e Controle de Perdas;MT;Várzea Grande;Caixa Econômica Federal;Departamento de Água e Esgoto do Município de Várzea Grande;Companhia/Empresa de Saneamento;DEPARTAMENTO DE AGUA E ESGOTO;630.923,28;10.782.380,42;11.413.303,70
Processo continuo - IN 22/2018;Arquivada;00002297.5.1502/2019;Manejo de Águas Pluviais;PR;São Mateus do Sul;Caixa Econômica Federal;Prefeitura de São Mateus do Sul;Prefeitura Municipal;Canalização Aberta do Braço do Rio Canoas;129.384,91;2.458.313,11;2.587.698,02
Processo continuo - IN 22/2018;Arquivada;00002599.1.1006/2021;Abastecimento de Água;SP;Valinhos;Caixa Econômica Federal;Departamento de Águas e Esgotos de Valinhos;Companhia/Empresa de Saneamento;Duplicação da Rede Adutora de Água Bruta do Rio Atibaia em ferro fundido NBR 7675, trecho gravidade DN 400 x 4200m e trecho recalque DN 400 x 1634m;398.697,21;7.575.246,95;7.973.944,16
Processo continuo - IN 22/2018;Arquivada;00002687.2.2406/2022;Esgotamento Sanitário;RS;Pelotas;Caixa Econômica Federal;Prefeitura Municipal de Pelotas;Prefeitura Municipal;ETE Engenho;4.238.047,93;80.460.958,68;84.699.006,61
Processo continuo - IN 22/2018;Arquivada;00002131.1.1311/2018;Abastecimento de Água;RS;Serafina Corrêa;Caixa Econômica Federal;Prefeitura Municipal de Serafina Corrêa;Prefeitura Municipal;Rede de Abastecimento de água Loteamento Popular Fátima;40.000,00;760.000,00;800.000,00
Processo continuo - IN 22/2018;Arquivada;00002402.1.1405/2019;Abastecimento de Água;MG;Guanhães;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE GUANHAES;Prefeitura Municipal;Ampliação do Sistema de captação de Água Bruta de Guanhães -MG;696.122,37;13.226.324,73;13.922.447,10
Processo continuo - IN 22/2018;Arquivada;00002156.2.1101/2019;Esgotamento Sanitário;MG;Caratinga;BDMG;PREFEITURA MUNICIPAL DE CARATINGA;Prefeitura Municipal;IMPLANTAÇÃO E AMPLIAÇÃO DOS SISTEMAS DE ESGOTAMENTO SANITÁRIO DOS DISTRITOS: DOM MODESTO, PATROCÍNIO DE CARATINGA, SANTA EFIGÊNIA DE CARATINGA, SANTA LUZIA DE CARATINGA, SANTO ANTÔNIO DO MANHUAÇU E SÃO JOÃO DO JACUTINGA;890.000,00;16.875.202,90;17.765.202,90
Processo continuo - IN 22/2018;Arquivada;00002392.9.3105/2019;Estudos e Projetos;GO;Caldas Novas;Caixa Econômica Federal;Prefeitura Municipal de Caldas Novas;Prefeitura Municipal;Estudos e Projetos para Ampliação do Sistema de Abastecimento de Água de Caldas Novas;237.000,00;4.500.000,00;4.737.000,00
